Country Name,CEPALStat ID,ISO,Indicator ID,Indicator Name
Guyana,237,GY,531,Internet users
Guyana,237,GY,534,Daily dietary energy consumption in kilocalories per person
Guyana,237,GY,740,Current account balance as a percentage of GDP
Guyana,237,GY,746,Total external debt as percentage of GDP
Guyana,237,GY,764,Core inflation
Guyana,237,GY,856,Nominal lending rate
Guyana,237,GY,857,Nominal deposit rate
Guyana,237,GY,861,Total external debt
Guyana,237,GY,862,"Money (M1), end of period"
Guyana,237,GY,869,"Broad liquidity (M3), end of period"
Guyana,237,GY,870,"Currency, end of period"
Guyana,237,GY,871,"Demand deposits, end of period"
Guyana,237,GY,1010,Prison population rate
Guyana,237,GY,1044,"Port moves, National total (TEU)"
Guyana,237,GY,1206,Monetary policy rate
Guyana,237,GY,1344,"Externa Debt, at currente prices"
Guyana,237,GY,1379,HIV prevalence among population aged 15-49 years
Guyana,237,GY,1381,Fleets of National Flag (thousands of GT)
Guyana,237,GY,1382,Fleets of National Flag (thousands of DWT)
Guyana,237,GY,1481,Evolution of national flag fleet by vessel type (thousands of DWT)
Guyana,237,GY,1499,Total Cellular subscribers
Guyana,237,GY,1615,Implicit GDP deflactor at market prices
Guyana,237,GY,1629,Net capital inflow and resource transfers
Guyana,237,GY,1684,"Consumer price index, foods and drinks"
Guyana,237,GY,1690,Proportion of population with advanced HIV infection with access to antirretroviral drugs
Guyana,237,GY,1693,Incidence rate associated with Tuberculosis
Guyana,237,GY,1702,Adolescent birth rate
Guyana,237,GY,1703,Antenatal care coverage (at least one visit and at least four visits)
Guyana,237,GY,1712,Proportion of employed people living below $1 (PPP) per day
Guyana,237,GY,1739,Irrigated area
Guyana,237,GY,1740,Area harvested
Guyana,237,GY,1754,Consumption of electric power
Guyana,237,GY,1755,Installed capacity for producing electricity
Guyana,237,GY,1757,Length of the road network
Guyana,237,GY,1759,Air traffic
Guyana,237,GY,1763,ISO 14001-certified enterprises
Guyana,237,GY,1819,Value of exports of goods and services
Guyana,237,GY,1820,Value of imports of goods and service
Guyana,237,GY,1821,Balance on services
Guyana,237,GY,1822,Ratio of net income to exports of goods and services
Guyana,237,GY,1823,Net resource transfers
Guyana,237,GY,1837,Occurrence and impacts of natural disasters
Guyana,237,GY,1869,Agricultural area
Guyana,237,GY,1875,Percentage of households with a computer
Guyana,237,GY,1877,Percentage of households with Internet access at home
Guyana,237,GY,2012,Proportion of terrestrial and marine protected areas
Guyana,237,GY,2013,Proportion of terrestrial protected areas
Guyana,237,GY,2017,Proportion of total water resources used
Guyana,237,GY,2018,Total marine territorial area
Guyana,237,GY,2019,Fish capture production
Guyana,237,GY,2020,Aquaculture production
Guyana,237,GY,2021,Proportion of land area covered by forest
Guyana,237,GY,2022,Fertilizer use intensity
Guyana,237,GY,2023,Energy intensity of gross domestic product
Guyana,237,GY,2024,Proportion of renewable energy supply
Guyana,237,GY,2025,Proportion of non-renewable energy supply
Guyana,237,GY,2027,"Carbon dioxide (CO2) emissions (Total, per capita and per gross domestic product)"
Guyana,237,GY,2028,Motor-vehicle fleet per capita
Guyana,237,GY,2029,ISO 14001-certified enterprises per billion dollars of GDP
Guyana,237,GY,2030,ISO 14001-certified enterprises by economic activities
Guyana,237,GY,2031,Multilateral environmental agreements
Guyana,237,GY,2035,Country area
Guyana,237,GY,2036,Forest area
Guyana,237,GY,2037,Consumption of all ozone-depleting substances (ODS)
Guyana,237,GY,2038,Fertilizer consumption
Guyana,237,GY,2039,Pesticide consumption
Guyana,237,GY,2040,Energy production
Guyana,237,GY,2041,Energy consumption
Guyana,237,GY,2042,Energy supply
Guyana,237,GY,2047,Motor vehicle-fleet
Guyana,237,GY,2054,Area of inland waters
Guyana,237,GY,2061,ODA received in small island developing States (SIDS) as a proportion of their gross national incomes
Guyana,237,GY,2064,Debt service as a percentage of exports of goods and services
Guyana,237,GY,2118,"Debt relief committed under HIPC iniciative, cumulative million US$ in end-2009 NPV terms"
Guyana,237,GY,2120,"Debt relief delivered in full under MDRI initiative, cumulative million US$ in end-2009 NPV terms"
Guyana,237,GY,2138,Total number of countries that have reached their HIPC decision points and number that have reached their HIPC completion points (cumulative)
Guyana,237,GY,2165,Inbound tourism consumption as a percentage of GDP
Guyana,237,GY,2166,Outbound tourism consumption as a percentage of GDP
Guyana,237,GY,2167,Tourism balance as a percentage of GDP
Guyana,237,GY,2168,International tourism as a percentage of GDP
Guyana,237,GY,2169,Tourism coverage
Guyana,237,GY,2170,Inbound tourism consumption as a percentage of the exports of goods
Guyana,237,GY,2171,Inbound tourism consumption as a percentage of exports of services
Guyana,237,GY,2172,Inbound tourism consumption as a percentage of exports of goods and services
Guyana,237,GY,2173,Inbound tourism consumption as a percentage of total current account credits
Guyana,237,GY,2174,Outbound tourism consumption as a percentage of the imports of goods
Guyana,237,GY,2175,Outbound tourism consumption as a percentage of the imports of services
Guyana,237,GY,2176,Outbound tourism consumption as a percentage of the imports of goods and services
Guyana,237,GY,2177,Outbound tourism consumption as a percentage of total current account debits
Guyana,237,GY,2178,Inbound tourism consumption as a percentage of remittances
Guyana,237,GY,2179,Nominal exchange rate
Guyana,237,GY,2183,Unmet need for family planning
Guyana,237,GY,2203,Total Annual Gross Domestic Product (GDP) at current prices in dolllars
Guyana,237,GY,2204,Total Annual Gross Domestic Product (GDP) at constant prices in dollars
Guyana,237,GY,2205,Total Annual Gross Domestic Product (GDP) per capita at current prices in dollars
Guyana,237,GY,2206,Total Annual Gross Domestic Product (GDP) per capita at constant prices in dollars
Guyana,237,GY,2207,Rate of growth of Total Annual Gross Domestic Product (GDP) at constant prices
Guyana,237,GY,2208,Annual Gross Domestic Product (GDP) by expenditure at current prices in dollars
Guyana,237,GY,2211,Share in Annual Gross Domestic Product (GDP) by expenditure at current prices
Guyana,237,GY,2213,Annual Gross Domestic Product (GDP) per capita by expenditure at current prices in dollars
Guyana,237,GY,2215,Annual Gross Domestic Product (GDP) by activity at current prices
Guyana,237,GY,2216,Annual Gross Domestic Product (GDP) by activity at constant prices
Guyana,237,GY,2217,Rate of growth of Annual Gross Domestic Product (GDP) by activity at constant prices
Guyana,237,GY,2218,Share in Annual Gross Domestic Product (GDP) by activity at current prices
Guyana,237,GY,2219,Share in Annual Gross Domestic Product (GDP) by activity  at current prices
Guyana,237,GY,2220,Annual Gross Domestic Product (GDP) per capita by activity at current prices in dollars
Guyana,237,GY,2221,Annual Gross Domestic Product (GDP) per capita by activity at constant prices in dollars
Guyana,237,GY,2222,Rate of growth of Total Annual Gross Domestic Product (GDP) per capita at constant prices
Guyana,237,GY,2242,Países que han firmado y ratificado el Protocolo Facultativo de la Convención sobre la eliminación de todas las formas de discriminación
Guyana,237,GY,2243,Nivel jerárquico de los Mecanismos para el Adelanto de la Mujer (MAM)
Guyana,237,GY,2260,Terrestrial and marine protected areas
Guyana,237,GY,2261,Terrestrial protected areas
Guyana,237,GY,2265,Indice de percepciones de corrupción nuevo (Translation in progress ...)
Haiti,238,HT,5,Crude mortality rate
Haiti,238,HT,36,"Growth rate of the population, national and by urban and rural areas"
Haiti,238,HT,37,Total fertility rate
Haiti,238,HT,39,Crude birth rate
Haiti,238,HT,41,Maternal mortality ratio
Haiti,238,HT,43,Average number of inhabitants per physician
Haiti,238,HT,49,Migration rate
Haiti,238,HT,54,Hospital beds per inhabitant
Haiti,238,HT,55,Total expenditure on health as a percentage of gross domestic product
Haiti,238,HT,97,"Proportion of population using an improved drinking water source, total, urban and rural areas"
Haiti,238,HT,98,"Proportion of population using an improved sanitation facility, total, urban and rural areas"
Haiti,238,HT,160,"Population living on less than 1 and 2 dollars per day, PPP values (World Bank)"
Haiti,238,HT,161,Poverty gap ratio (World Bank)
Haiti,238,HT,162,"Distribution of national income or consumption, by quintiles and deciles (World Bank)"
Haiti,238,HT,164,Proportion of population below minimum level of dietary energy consumption
Haiti,238,HT,167,Proportion of 1-year-old children immunized against measles
Haiti,238,HT,174,Prevalence rate associated with tuberculosis
Haiti,238,HT,176,Proportion of tuberculosis cases detected and cured under directly-observed treatment short courses (DOTS)
Haiti,238,HT,177,Proportion of births attended by skilled health personnel
Haiti,238,HT,178,Proportion of seats held by women in national parliament
Haiti,238,HT,179,Share of women in wage employment in the non-agricultural sector
Haiti,238,HT,185,"Ratio of girls to boys in primary, secondary and tertiary education"
Haiti,238,HT,187,Infant mortality rate (IGME)
Haiti,238,HT,188,Under-five mortality rate (IGME)
Haiti,238,HT,191,Tipo de Cambio Nominal Mensual (Translation in progress ...)
Haiti,238,HT,224,Urban population living in slums
Haiti,238,HT,269,"Population in localities with 20,000 or more, and 100,000 or more inhabitants"
Haiti,238,HT,295,Population in the main metropolitan area
Haiti,238,HT,297,Population growth rate in the main metropolitan area
Haiti,238,HT,307,"Contraceptive prevalence rate among married women aged 15-49, any method"
Haiti,238,HT,340,Real minimum wage
Haiti,238,HT,357,Death rate associated with tuberculosis
Haiti,238,HT,358,Growth rate of population by age groups
Haiti,238,HT,360,Producto interno bruto en moneda del país (Translation in progress ...)
Haiti,238,HT,364,Total fixed telephone lines subscribers
Haiti,238,HT,365,Consumer price index
Haiti,238,HT,391,"Average number of pupils per teacher, by level of education"
Haiti,238,HT,460,Public expenditure on education
Haiti,238,HT,465,"Occupied dwelling units, by type of tenancy, by urban and rural areas (CELADE)"
Haiti,238,HT,467,Physicians
Haiti,238,HT,468,Hospital beds
Haiti,238,HT,531,Internet users
Haiti,238,HT,534,Daily dietary energy consumption in kilocalories per person
Haiti,238,HT,578,Monthly exports and imports
Haiti,238,HT,740,Current account balance as a percentage of GDP
Haiti,238,HT,746,Total external debt as percentage of GDP
Haiti,238,HT,753,Inversión interna y formación bruta de capital fijo (Translation in progress ...)
Haiti,238,HT,756,Agricultural Sector Wages
Haiti,238,HT,758,Población que vive con menos de uno o dos dólares por día (Translation in progress ...)
Haiti,238,HT,762,Transables consumer price index
Haiti,238,HT,763,No transables consumer price index
Haiti,238,HT,764,Core inflation
Haiti,238,HT,765,Indice Nacional de Precios al Consumidor (Translation in progress ...)
Haiti,238,HT,821,Tax revenue by type of taxes as a percentage of GDP
Haiti,238,HT,845,"Tax revenue by type of taxes, local currency at current prices"
Haiti,238,HT,846,Tax rates of Value Added Tax
Haiti,238,HT,856,Nominal lending rate
Haiti,238,HT,857,Nominal deposit rate
Haiti,238,HT,861,Total external debt
Haiti,238,HT,862,"Money (M1), end of period"
Haiti,238,HT,868,"Liquidity (M2), end of period"
Haiti,238,HT,869,"Broad liquidity (M3), end of period"
Haiti,238,HT,870,"Currency, end of period"
Haiti,238,HT,871,"Demand deposits, end of period"
Haiti,238,HT,872,"Savings deposits, end of period"
Haiti,238,HT,873,"Time deposits, end period"
Haiti,238,HT,874,"Foreign currency deposits, end of period"
Haiti,238,HT,882,External trade Deflator
Haiti,238,HT,883,Índices of the terms of trade and purchasing power of exports
Haiti,238,HT,884,External trade volume indexes
Haiti,238,HT,988,Composición del carga tributaria (Translation in progress ...)
Haiti,238,HT,1010,Prison population rate
Haiti,238,HT,1043,Total national port moves (TON)
Haiti,238,HT,1206,Monetary policy rate
Haiti,238,HT,1239,Public debt stock in millions of US dollars
Haiti,238,HT,1240,Public debt stock as a percentage of GDP
Haiti,238,HT,1246,"Government operations (economic classification), as a percentage of GDP"
Haiti,238,HT,1259,"Government operations (economic classification), local currency at current prices"
Haiti,238,HT,1343,"Degree of Opennes of the Economy, at current prices"
Haiti,238,HT,1344,"Externa Debt, at currente prices"
Haiti,238,HT,1347,Executive power: percentage of women in ministerial cabinet positions
Haiti,238,HT,1379,HIV prevalence among population aged 15-49 years
Haiti,238,HT,1381,Fleets of National Flag (thousands of GT)
Haiti,238,HT,1382,Fleets of National Flag (thousands of DWT)
Haiti,238,HT,1385,Ratio of school attendance of orphans to school attendance of non-orphans aged 10-14 years
Haiti,238,HT,1481,Evolution of national flag fleet by vessel type (thousands of DWT)
Haiti,238,HT,1499,Total Cellular subscribers
Haiti,238,HT,1612,"Annual consumer prices index, annual average"
Haiti,238,HT,1613,"Variations in the consumer prices index, annual average"
Haiti,238,HT,1615,Implicit GDP deflactor at market prices
Haiti,238,HT,1629,Net capital inflow and resource transfers
Haiti,238,HT,1684,"Consumer price index, foods and drinks"
Haiti,238,HT,1690,Proportion of population with advanced HIV infection with access to antirretroviral drugs
Haiti,238,HT,1693,Incidence rate associated with Tuberculosis
Haiti,238,HT,1702,Adolescent birth rate
Haiti,238,HT,1703,Antenatal care coverage (at least one visit and at least four visits)
Haiti,238,HT,1712,Proportion of employed people living below $1 (PPP) per day
Haiti,238,HT,1739,Irrigated area
Haiti,238,HT,1740,Area harvested
Haiti,238,HT,1754,Consumption of electric power
Haiti,238,HT,1755,Installed capacity for producing electricity
Haiti,238,HT,1757,Length of the road network
Haiti,238,HT,1759,Air traffic
Haiti,238,HT,1819,Value of exports of goods and services
Haiti,238,HT,1820,Value of imports of goods and service
Haiti,238,HT,1821,Balance on services
Haiti,238,HT,1822,Ratio of net income to exports of goods and services
Haiti,238,HT,1823,Net resource transfers
Haiti,238,HT,1837,Occurrence and impacts of natural disasters
Haiti,238,HT,1853,Percentage of women aged 15 to 49 whose husbands / partners control specific behaviors demonstrated by Age
Haiti,238,HT,1855,Percentage of women aged 15 to 49 whose husbands / partners control specific behaviors demonstrated by current marital status
Haiti,238,HT,1856,Percentage of women whose husbands / partners control specific behaviors demonstrated by employment
Haiti,238,HT,1857,Percentage of women whose husbands / partners control specific behaviors demonstrated by level of education
Haiti,238,HT,1858,Percentage of women whose husbands / partners control specific behaviors demonstrated by wealth quintile
Haiti,238,HT,1860,Percentage of women aged 15 to 49 who have experienced some form of physical violence by age
Haiti,238,HT,1861,"Percentage of women who have experienced some form of physical violence, according to marital status"
Haiti,238,HT,1862,"Percentage of women who have experienced some form of physical violence, by educational level"
Haiti,238,HT,1863,"Percentage of women who have experienced some form of physical violence, wealth quintile"
Haiti,238,HT,1864,"Percentage of women who have experienced some form of physical violence, according to employment"
Haiti,238,HT,1865,"Percentage of women who have experienced some form of sexual violence, by age"
Haiti,238,HT,1866,"Percentage of women who have experienced some form of sexual violence, according to marital status"
Haiti,238,HT,1867,"Percentage of women who have experienced some form of sexual violence, according to educational attainment"
Haiti,238,HT,1868,"Percentage of women who have experienced some form of sexual violence, by wealth quintile"
Haiti,238,HT,1869,Agricultural area
Haiti,238,HT,2012,Proportion of terrestrial and marine protected areas
Haiti,238,HT,2013,Proportion of terrestrial protected areas
Haiti,238,HT,2017,Proportion of total water resources used
Haiti,238,HT,2018,Total marine territorial area
Haiti,238,HT,2019,Fish capture production
Haiti,238,HT,2020,Aquaculture production
Haiti,238,HT,2021,Proportion of land area covered by forest
Haiti,238,HT,2022,Fertilizer use intensity
Haiti,238,HT,2023,Energy intensity of gross domestic product
Haiti,238,HT,2024,Proportion of renewable energy supply
Haiti,238,HT,2025,Proportion of non-renewable energy supply
Haiti,238,HT,2027,"Carbon dioxide (CO2) emissions (Total, per capita and per gross domestic product)"
Haiti,238,HT,2031,Multilateral environmental agreements
Haiti,238,HT,2035,Country area
Haiti,238,HT,2036,Forest area
Haiti,238,HT,2037,Consumption of all ozone-depleting substances (ODS)
Haiti,238,HT,2038,Fertilizer consumption
Haiti,238,HT,2039,Pesticide consumption
Haiti,238,HT,2040,Energy production
Haiti,238,HT,2041,Energy consumption
Haiti,238,HT,2042,Energy supply
Haiti,238,HT,2054,Area of inland waters
Haiti,238,HT,2061,ODA received in small island developing States (SIDS) as a proportion of their gross national incomes
Haiti,238,HT,2064,Debt service as a percentage of exports of goods and services
Haiti,238,HT,2118,"Debt relief committed under HIPC iniciative, cumulative million US$ in end-2009 NPV terms"
Haiti,238,HT,2120,"Debt relief delivered in full under MDRI initiative, cumulative million US$ in end-2009 NPV terms"
Haiti,238,HT,2138,Total number of countries that have reached their HIPC decision points and number that have reached their HIPC completion points (cumulative)
Haiti,238,HT,2165,Inbound tourism consumption as a percentage of GDP
Haiti,238,HT,2166,Outbound tourism consumption as a percentage of GDP
Haiti,238,HT,2167,Tourism balance as a percentage of GDP
Haiti,238,HT,2168,International tourism as a percentage of GDP
Haiti,238,HT,2169,Tourism coverage
Haiti,238,HT,2170,Inbound tourism consumption as a percentage of the exports of goods
Haiti,238,HT,2171,Inbound tourism consumption as a percentage of exports of services
Haiti,238,HT,2172,Inbound tourism consumption as a percentage of exports of goods and services
Haiti,238,HT,2173,Inbound tourism consumption as a percentage of total current account credits
Haiti,238,HT,2174,Outbound tourism consumption as a percentage of the imports of goods
Haiti,238,HT,2175,Outbound tourism consumption as a percentage of the imports of services
Haiti,238,HT,2176,Outbound tourism consumption as a percentage of the imports of goods and services
Haiti,238,HT,2177,Outbound tourism consumption as a percentage of total current account debits
Haiti,238,HT,2178,Inbound tourism consumption as a percentage of remittances
Haiti,238,HT,2179,Nominal exchange rate
Haiti,238,HT,2183,Unmet need for family planning
Haiti,238,HT,2186,Proportion of children under 5 with fever who are treated with appropriate anti-malaria drugs
Haiti,238,HT,2203,Total Annual Gross Domestic Product (GDP) at current prices in dolllars
Haiti,238,HT,2204,Total Annual Gross Domestic Product (GDP) at constant prices in dollars
Haiti,238,HT,2205,Total Annual Gross Domestic Product (GDP) per capita at current prices in dollars
Haiti,238,HT,2206,Total Annual Gross Domestic Product (GDP) per capita at constant prices in dollars
Haiti,238,HT,2207,Rate of growth of Total Annual Gross Domestic Product (GDP) at constant prices
Haiti,238,HT,2208,Annual Gross Domestic Product (GDP) by expenditure at current prices in dollars
Haiti,238,HT,2209,Annual Gross Domestic Product (GDP) by expenditure at constant prices in dollars
Haiti,238,HT,2210,Rate of growth of Annual Gross Domestic Product (GDP) at constant prices
Haiti,238,HT,2211,Share in Annual Gross Domestic Product (GDP) by expenditure at current prices
Haiti,238,HT,2212,Share in Annual Gross Domestic Product (GDP) by expenditure at constant prices
Haiti,238,HT,2213,Annual Gross Domestic Product (GDP) per capita by expenditure at current prices in dollars
Haiti,238,HT,2214,Annual Gross Domestic Product (GDP) per capita by expenditure at constant prices in dollars
Haiti,238,HT,2215,Annual Gross Domestic Product (GDP) by activity at current prices
Haiti,238,HT,2218,Share in Annual Gross Domestic Product (GDP) by activity at current prices
Haiti,238,HT,2220,Annual Gross Domestic Product (GDP) per capita by activity at current prices in dollars
Haiti,238,HT,2222,Rate of growth of Total Annual Gross Domestic Product (GDP) per capita at constant prices
Haiti,238,HT,2223,National income at current prices
Haiti,238,HT,2224,National income at constant prices
Haiti,238,HT,2242,Países que han firmado y ratificado el Protocolo Facultativo de la Convención sobre la eliminación de todas las formas de discriminación
Haiti,238,HT,2243,Nivel jerárquico de los Mecanismos para el Adelanto de la Mujer (MAM)
Haiti,238,HT,2260,Terrestrial and marine protected areas
Haiti,238,HT,2261,Terrestrial protected areas
Haiti,238,HT,2265,Indice de percepciones de corrupción nuevo (Translation in progress ...)
Jamaica,246,JM,5,Crude mortality rate
Jamaica,246,JM,36,"Growth rate of the population, national and by urban and rural areas"
Jamaica,246,JM,37,Total fertility rate
Jamaica,246,JM,39,Crude birth rate
Jamaica,246,JM,41,Maternal mortality ratio
Jamaica,246,JM,43,Average number of inhabitants per physician
Jamaica,246,JM,49,Migration rate
Jamaica,246,JM,54,Hospital beds per inhabitant
Jamaica,246,JM,55,Total expenditure on health as a percentage of gross domestic product
Jamaica,246,JM,97,"Proportion of population using an improved drinking water source, total, urban and rural areas"
Jamaica,246,JM,98,"Proportion of population using an improved sanitation facility, total, urban and rural areas"
Jamaica,246,JM,127,Unemployment rate (ECLAC)
Jamaica,246,JM,133,Per capita social public expenditure by sector
Jamaica,246,JM,134,Social public expenditure as percentage of the Gross Domestic Product (GDP) by sector
Jamaica,246,JM,154,"Occupied dwelling units, by type of facilities available, by urban and rural areas (CELADE)"
Jamaica,246,JM,160,"Population living on less than 1 and 2 dollars per day, PPP values (World Bank)"
Jamaica,246,JM,161,Poverty gap ratio (World Bank)
Jamaica,246,JM,162,"Distribution of national income or consumption, by quintiles and deciles (World Bank)"
Jamaica,246,JM,164,Proportion of population below minimum level of dietary energy consumption
Jamaica,246,JM,167,Proportion of 1-year-old children immunized against measles
Jamaica,246,JM,174,Prevalence rate associated with tuberculosis
Jamaica,246,JM,176,Proportion of tuberculosis cases detected and cured under directly-observed treatment short courses (DOTS)
Jamaica,246,JM,177,Proportion of births attended by skilled health personnel
Jamaica,246,JM,178,Proportion of seats held by women in national parliament
Jamaica,246,JM,179,Share of women in wage employment in the non-agricultural sector
Jamaica,246,JM,185,"Ratio of girls to boys in primary, secondary and tertiary education"
Jamaica,246,JM,187,Infant mortality rate (IGME)
Jamaica,246,JM,188,Under-five mortality rate (IGME)
Jamaica,246,JM,224,Urban population living in slums
Jamaica,246,JM,269,"Population in localities with 20,000 or more, and 100,000 or more inhabitants"
Jamaica,246,JM,295,Population in the main metropolitan area
Jamaica,246,JM,297,Population growth rate in the main metropolitan area
Jamaica,246,JM,307,"Contraceptive prevalence rate among married women aged 15-49, any method"
Jamaica,246,JM,357,Death rate associated with tuberculosis
Jamaica,246,JM,364,Total fixed telephone lines subscribers
Jamaica,246,JM,365,Consumer price index
Jamaica,246,JM,391,"Average number of pupils per teacher, by level of education"
Jamaica,246,JM,460,Public expenditure on education
Jamaica,246,JM,465,"Occupied dwelling units, by type of tenancy, by urban and rural areas (CELADE)"
Jamaica,246,JM,467,Physicians
Jamaica,246,JM,468,Hospital beds
Jamaica,246,JM,531,Internet users
Jamaica,246,JM,534,Daily dietary energy consumption in kilocalories per person
Jamaica,246,JM,578,Monthly exports and imports
Jamaica,246,JM,740,Current account balance as a percentage of GDP
Jamaica,246,JM,746,Total external debt as percentage of GDP
Jamaica,246,JM,856,Nominal lending rate
Jamaica,246,JM,857,Nominal deposit rate
Jamaica,246,JM,861,Total external debt
Jamaica,246,JM,862,"Money (M1), end of period"
Jamaica,246,JM,868,"Liquidity (M2), end of period"
Jamaica,246,JM,869,"Broad liquidity (M3), end of period"
Jamaica,246,JM,870,"Currency, end of period"
Jamaica,246,JM,871,"Demand deposits, end of period"
Jamaica,246,JM,872,"Savings deposits, end of period"
Jamaica,246,JM,873,"Time deposits, end period"
Jamaica,246,JM,874,"Foreign currency deposits, end of period"
Jamaica,246,JM,1010,Prison population rate
Jamaica,246,JM,1043,Total national port moves (TON)
Jamaica,246,JM,1044,"Port moves, National total (TEU)"
Jamaica,246,JM,1206,Monetary policy rate
Jamaica,246,JM,1343,"Degree of Opennes of the Economy, at current prices"
Jamaica,246,JM,1344,"Externa Debt, at currente prices"
Jamaica,246,JM,1347,Executive power: percentage of women in ministerial cabinet positions
Jamaica,246,JM,1379,HIV prevalence among population aged 15-49 years
Jamaica,246,JM,1381,Fleets of National Flag (thousands of GT)
Jamaica,246,JM,1382,Fleets of National Flag (thousands of DWT)
Jamaica,246,JM,1481,Evolution of national flag fleet by vessel type (thousands of DWT)
Jamaica,246,JM,1499,Total Cellular subscribers
Jamaica,246,JM,1612,"Annual consumer prices index, annual average"
Jamaica,246,JM,1613,"Variations in the consumer prices index, annual average"
Jamaica,246,JM,1615,Implicit GDP deflactor at market prices
Jamaica,246,JM,1617,Local power: percentage of elected mayors who are female
Jamaica,246,JM,1629,Net capital inflow and resource transfers
Jamaica,246,JM,1684,"Consumer price index, foods and drinks"
Jamaica,246,JM,1690,Proportion of population with advanced HIV infection with access to antirretroviral drugs
Jamaica,246,JM,1693,Incidence rate associated with Tuberculosis
Jamaica,246,JM,1702,Adolescent birth rate
Jamaica,246,JM,1703,Antenatal care coverage (at least one visit and at least four visits)
Jamaica,246,JM,1704,Judicial power: percentage of women judges in the highest court or supreme court
Jamaica,246,JM,1708,Local power: percentage of elected city council members who are female
Jamaica,246,JM,1712,Proportion of employed people living below $1 (PPP) per day
Jamaica,246,JM,1739,Irrigated area
Jamaica,246,JM,1740,Area harvested
Jamaica,246,JM,1754,Consumption of electric power
Jamaica,246,JM,1755,Installed capacity for producing electricity
Jamaica,246,JM,1757,Length of the road network
Jamaica,246,JM,1759,Air traffic
Jamaica,246,JM,1763,ISO 14001-certified enterprises
Jamaica,246,JM,1819,Value of exports of goods and services
Jamaica,246,JM,1820,Value of imports of goods and service
Jamaica,246,JM,1821,Balance on services
Jamaica,246,JM,1822,Ratio of net income to exports of goods and services
Jamaica,246,JM,1823,Net resource transfers
Jamaica,246,JM,1837,Occurrence and impacts of natural disasters
Jamaica,246,JM,1847,Gasto público social como porcentaje del producto interno bruto (PIB) ( América Latina y Unión Europea) (Translation in progress ...)
Jamaica,246,JM,1869,Agricultural area
Jamaica,246,JM,1875,Percentage of households with a computer
Jamaica,246,JM,1877,Percentage of households with Internet access at home
Jamaica,246,JM,1901,Real effective exchange rate index
Jamaica,246,JM,2012,Proportion of terrestrial and marine protected areas
Jamaica,246,JM,2013,Proportion of terrestrial protected areas
Jamaica,246,JM,2014,Proportion of marine protected areas
Jamaica,246,JM,2016,Surface area of Ramsar designated wetlands
Jamaica,246,JM,2017,Proportion of total water resources used
Jamaica,246,JM,2018,Total marine territorial area
Jamaica,246,JM,2019,Fish capture production
Jamaica,246,JM,2020,Aquaculture production
Jamaica,246,JM,2021,Proportion of land area covered by forest
Jamaica,246,JM,2022,Fertilizer use intensity
Jamaica,246,JM,2023,Energy intensity of gross domestic product
Jamaica,246,JM,2024,Proportion of renewable energy supply
Jamaica,246,JM,2025,Proportion of non-renewable energy supply
Jamaica,246,JM,2027,"Carbon dioxide (CO2) emissions (Total, per capita and per gross domestic product)"
Jamaica,246,JM,2028,Motor-vehicle fleet per capita
Jamaica,246,JM,2029,ISO 14001-certified enterprises per billion dollars of GDP
Jamaica,246,JM,2030,ISO 14001-certified enterprises by economic activities
Jamaica,246,JM,2031,Multilateral environmental agreements
Jamaica,246,JM,2035,Country area
Jamaica,246,JM,2036,Forest area
Jamaica,246,JM,2037,Consumption of all ozone-depleting substances (ODS)
Jamaica,246,JM,2038,Fertilizer consumption
Jamaica,246,JM,2039,Pesticide consumption
Jamaica,246,JM,2040,Energy production
Jamaica,246,JM,2041,Energy consumption
Jamaica,246,JM,2042,Energy supply
Jamaica,246,JM,2047,Motor vehicle-fleet
Jamaica,246,JM,2054,Area of inland waters
Jamaica,246,JM,2061,ODA received in small island developing States (SIDS) as a proportion of their gross national incomes
Jamaica,246,JM,2064,Debt service as a percentage of exports of goods and services
Jamaica,246,JM,2165,Inbound tourism consumption as a percentage of GDP
Jamaica,246,JM,2166,Outbound tourism consumption as a percentage of GDP
Jamaica,246,JM,2167,Tourism balance as a percentage of GDP
Jamaica,246,JM,2168,International tourism as a percentage of GDP
Jamaica,246,JM,2169,Tourism coverage
Jamaica,246,JM,2170,Inbound tourism consumption as a percentage of the exports of goods
Jamaica,246,JM,2171,Inbound tourism consumption as a percentage of exports of services
Jamaica,246,JM,2172,Inbound tourism consumption as a percentage of exports of goods and services
Jamaica,246,JM,2173,Inbound tourism consumption as a percentage of total current account credits
Jamaica,246,JM,2174,Outbound tourism consumption as a percentage of the imports of goods
Jamaica,246,JM,2175,Outbound tourism consumption as a percentage of the imports of services
Jamaica,246,JM,2176,Outbound tourism consumption as a percentage of the imports of goods and services
Jamaica,246,JM,2177,Outbound tourism consumption as a percentage of total current account debits
Jamaica,246,JM,2178,Inbound tourism consumption as a percentage of remittances
Jamaica,246,JM,2179,Nominal exchange rate
Jamaica,246,JM,2182,Tasa de desempleo trimestral (CEPAL) (Translation in progress ...)
Jamaica,246,JM,2183,Unmet need for family planning
Jamaica,246,JM,2191,Gasto público social como porcentaje del gasto público social total según sector (Translation in progress ...)
Jamaica,246,JM,2192,Gasto público social como porcentaje del gasto público total según sector (Translation in progress ...)
Jamaica,246,JM,2203,Total Annual Gross Domestic Product (GDP) at current prices in dolllars
Jamaica,246,JM,2204,Total Annual Gross Domestic Product (GDP) at constant prices in dollars
